,0,1,2,3,4,5,6,7,8,9,10,11,mood
0,0.6997161826157736,0.24612889228448034,0.11663510455744934,-0.2731076641094059,-0.06283637791127322,0.04074046170476757,0.07969580804747177,0.00258791977418915,-0.04375383389415694,0.07341817748852461,-0.2661038657378156,0.08741513709108985,0.5333333333333332
1,0.40049367649863227,0.13545493169615497,0.13709433740120036,-0.17955929127530074,0.033187053517640855,0.11888145237057914,0.06768864145866628,0.009766211572367062,-0.05501811812641404,0.0269520092878597,-0.12420780375784103,0.07026907036437807,0.5666666666666667
2,0.3093897424681716,0.05562647870289488,0.09683393100116236,-0.14976902387804736,0.003254637569990666,0.1316755383917275,0.03554063151384504,-0.0024110236601131052,-0.06324580267209201,0.015686546023671342,-0.07865666894979499,0.04907532559125421,0.6333333333333333
3,0.36212345517796285,0.17248823288500467,0.0647215669184923,-0.19508738429216982,0.07662082725590001,0.1575891893842125,0.06146239314685944,0.04456938941532864,-0.06292434154464425,0.06338833252540392,-0.09779320009435905,0.05075909313504386,0.5
4,0.4121708317443096,0.07136205408584488,0.044726581706415185,-0.2040083310845491,0.0157292671447508,0.20146202888383352,0.0906612608969052,0.01086490610234108,-0.06429762441715184,0.05571382591242406,-0.06905728621165595,0.0556310599072021,0.625
5,0.3817746802487795,0.06441601781415937,-0.007883891056684264,-0.19235634798067638,0.05597522580493327,0.24140907386617028,0.06125849001673913,0.00860470249532445,-0.06332830686520881,0.06101764464178387,-0.015132908370598845,0.04236351258609599,0.5999999999999999
6,0.4394850469239113,0.013271851861696876,-0.025592191976362588,-0.187605013756363,0.012123629708017582,0.24034197920725334,0.06546167401522804,0.0012119822041812905,-0.05731566113119652,0.06195814918933486,-0.016013669851234067,0.047595711517117785,0.6666666666666665
7,0.41996988604787105,0.11030487944542434,-0.02433625138934366,-0.15997850773022945,0.05642088089497136,0.1782739665758823,0.05464277269206393,0.013616196166019966,-0.047102928650160115,0.05947043451066552,-0.09436450419835445,0.04983219661137466,0.5666666666666667
8,0.3530278782978922,-0.09817056455872222,-0.01846831855597386,-0.10045032892505135,-0.06395638862042237,0.12335129208562909,0.06013381038310348,-0.020627454115923708,-0.043498469390964724,0.011314780640748163,-0.06802374653006986,0.08877234965423708,0.7999999999999998
9,0.21645479723447955,-0.06682146253114063,-0.0471000184191322,-0.03891368816710701,-0.03826539762594423,0.029893731963026565,0.02658148151221774,-0.007353356082360262,-0.038228521161605175,0.0035462021661266793,-0.07315468556666746,0.07795053577734466,0.75
10,0.17011501651043795,-0.054494675850501474,-0.028073933258331466,-0.030663050158802645,-0.034131293594720065,-0.01724015995077628,0.03327154403157211,0.031439748492249335,-0.04270664989452594,-0.00743748993180823,-0.08420373829797684,0.08242945003301251,0.7333333333333334
11,0.21669333027320842,0.14828940372985933,-0.03978921397406329,-0.10795745334742587,0.06884901854766148,-0.04901315965710137,-0.012513791699495127,0.021819939001595734,-0.045218838491367506,-0.00584064294955135,-0.20676414528845305,0.08520980812483774,0.5
12,0.351667708265598,0.07803181850632254,-0.037431618093984605,-0.1786576579576276,0.012795346541610698,-0.0057620744193661415,0.004961239657451915,0.029657744181203715,-0.054157107040995286,0.001329786118076748,-0.13028444802928776,0.09590009643120737,0.5833333333333333
13,0.5196828183517266,0.14995622759936067,-0.10356374553830962,-0.17484010726163407,-0.01133180480142099,0.09213885817335032,0.03412305896501994,0.028772205160165865,-0.08098273108756081,0.010388220045124,-0.12514418453406204,0.05854030585664868,0.5666666666666667
14,0.6079513393086989,0.18446548228933593,-0.06327129330274368,-0.21261784437643974,0.012870644588020444,0.12299853537219445,0.04971706627231371,0.03487528315456725,-0.08024712222038857,0.007866963100437427,-0.13033267064262186,0.06167992133426641,0.5333333333333332
15,0.5352441512694315,0.11170053343945464,-0.04527300245774695,-0.15070367001987814,-0.03709733858099841,0.12754835083303942,0.053705382542637355,-0.024299722758849427,-0.08258718918766658,-0.009779039332069979,-0.12704672440893086,0.05914853951283971,0.6333333333333333
