,id,time,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,screen,sms,circumplex.arousal,circumplex.valence,mood
12,AS14.01,2014-04-02,0.21218156041402947,0.44033074124617777,0.4793501502287625,0.15936558803829576,0.1989961151677981,0.0,0.01900859763150281,0.12755849571347327,0.13440201259620774,0.0,0.0,0.1898603406842149,0.0,0.12903225806451613,0.8594933883432763,0.0,0.5833333333333334,0.5705850778314546,0.5833333333333333
13,AS14.01,2014-04-03,0.10251023759773988,0.360945269443494,1.0,0.1534007015376277,0.06122549648959315,0.0,0.0,0.058848530882305336,0.12366184505977777,0.007230446312844855,0.0,0.10165232016643279,0.0,0.12903225806451613,0.9933828063659998,0.0,0.2,0.35587761674718194,0.5666666666666667
14,AS14.01,2014-04-04,0.2637561784228655,0.2422921720083255,0.3732638330097451,0.183235332049776,0.0,0.0,0.0,0.04864121801146833,0.08177440535913487,0.059959807933701,0.0,0.07157464155810829,0.0,0.06451612903225806,0.5436705706688444,0.058823529411764705,0.55,0.4847020933977455,0.5333333333333332
15,AS14.01,2014-04-05,0.24775249114219466,0.14230220896301454,0.1305717003430486,0.009055950402956552,0.0,0.0,0.0,0.022321185632006947,0.014236967180798678,0.07121508396748905,0.0,0.0661597695364617,0.0,0.0,0.1723538784963713,0.0,0.4,0.5491143317230274,0.6333333333333333
16,AS14.01,2014-04-06,0.1340914626473195,0.4067973854332733,0.23239788789821353,0.02220011652292302,0.0,0.01627885736451119,0.0,0.03277211039262282,0.012600535973710775,0.0,0.0,0.025722310613099108,0.0,0.12903225806451613,0.3530050593151,0.0,0.3125,0.5169082125603864,0.5833333333333333
17,AS14.01,2014-04-07,0.1054918467224092,0.1808686032427538,0.4932871604530445,0.053020277863011646,0.037046589475456526,0.0,0.0035939045731382124,0.04686587861956442,0.05783319101991041,0.022828461325330885,0.0,0.11446592293006423,0.0,0.03225806451612903,0.5079995314750232,0.0,0.33333333333333337,0.43639291465378416,0.5833333333333333
18,AS14.01,2014-04-08,0.15682441422651724,0.17424097170874348,0.5341263389785554,0.3886744566489054,0.015364600746942396,0.0,0.0,0.0540991059651637,0.1040974217561054,0.0,0.0,0.02010165565718699,0.0,0.03225806451612903,0.7791223733366631,0.0,0.4,0.46323134728931825,0.5999999999999999
19,AS14.01,2014-04-09,0.2506293047872496,0.22617196034421633,0.42406328133413257,0.11155791565411928,0.0,0.0,0.0,0.06360252276580483,0.11081259882428265,0.0,0.0,0.2119884243206284,0.0,0.12903225806451613,0.699506190166955,0.0,0.3,0.6779388083735909,0.7333333333333334
20,AS14.01,2014-04-10,0.1643943491690786,0.1395174343041936,0.30512659556381083,0.17307752236956966,0.0,0.00018115966672005586,0.004872895105742727,0.02969050857506265,0.04610086043241638,0.0,0.0,0.21005821376742334,0.0,0.22580645161290322,0.473670389277143,0.0,0.4,0.6135265700483091,0.7333333333333334
21,AS14.01,2014-04-11,0.16652434829979246,0.27839081686770695,0.23109543205528943,0.23388492860943255,0.07556852114798238,0.0,0.0,0.014155394760923687,0.023393542191446542,0.012971758676969435,0.0,0.11938079803845482,0.0,0.0,0.4449457649486965,0.0,0.2,0.6135265700483091,0.6666666666666665
22,AS14.01,2014-04-12,0.15041629137019014,0.05924465459415695,0.17186656874182163,0.2592763104002573,0.0,0.0,0.0,0.02174343687592478,0.010365161850931025,0.0019063188030564123,0.0,0.19598989127486474,0.0,0.0,0.30276722884223195,0.0,0.3125,0.5974235104669887,0.7083333333333333
23,AS14.01,2014-04-13,0.029191193054657998,0.08726044113651374,0.07596897292142568,0.029573276891070206,0.06618801115246269,0.0,0.0,0.02591863455321192,0.0013524036961518355,0.0,0.0,0.0,0.0,0.0,0.10348173281896367,0.0,0.1875,0.6779388083735909,0.8333333333333333
24,AS14.01,2014-04-14,0.1746461265901521,0.18753949297294462,0.4453404664726869,0.7044929153958499,0.07173761081590799,0.0,0.0,0.03991858738690397,0.07399275555259954,0.011027927339326938,0.0,0.5468150558136152,0.0,0.03225806451612903,0.7229682218995377,0.058823529411764705,0.2,0.5491143317230274,0.7
25,AS14.01,2014-04-15,0.18760570106822969,0.31134121290283184,0.4310565806846359,0.1120028334337405,0.010475170536948913,0.0,0.0,0.030377204239434595,0.15806394706624663,0.003168861886297113,0.0,0.15561249872150398,0.0,0.25806451612903225,0.6102328962488102,0.058823529411764705,0.5,0.6135265700483091,0.5999999999999999
26,AS14.01,2014-04-16,0.2417316681291835,0.1801379726993308,0.34535275901866014,0.05060275686803888,0.0,0.0,0.0,0.01122043108002627,0.07497965668632055,0.0,0.0,0.12435240249629158,0.0,0.0,0.6198817227322571,0.058823529411764705,0.6875,0.5169082125603864,0.7
27,AS14.01,2014-04-17,0.11849805020476391,0.1077904143827626,0.5569193813282812,0.016867150823854486,0.0,0.0,0.0,0.01479119351106935,0.08259556080028857,0.0,0.0,0.027651664664361638,0.0,0.06451612903225806,0.5901343965976736,0.0,0.46875,0.5571658615136876,0.6041666666666665
28,AS14.01,2014-04-18,0.19576857948884685,0.27596549480531646,0.3686601187217553,0.09182405712175122,0.09570288635240691,0.0,0.0,0.01314763585924322,0.06348557994620048,0.0242027841833483,0.0,0.04932116381261495,0.0,0.03225806451612903,0.5193579604589444,0.0,0.3,0.6135265700483091,0.6333333333333333
29,AS14.01,2014-04-19,0.20700863237500433,0.1846414278677874,0.1889658644655045,0.055647213783040675,0.07680212246246167,0.0041383693826324095,0.0,0.00866127920903754,0.015548683524431657,0.048838288715154235,0.0,0.16891750000875957,0.0,0.03225806451612903,0.3294825657761375,0.0,0.45,0.6779388083735909,0.7999999999999998
30,AS14.01,2014-04-20,0.14927090194835377,0.17501154489679116,0.3452213679768443,0.08626709097340109,0.008517952826411115,0.0,0.0,0.009409601407391586,0.08098800115039842,0.0,0.0,0.06731604715899696,0.0,0.06451612903225806,0.40685136769892555,0.11764705882352941,0.4375,0.5974235104669887,0.7083333333333333
31,AS14.01,2014-04-21,0.21244065106363005,0.22657897745320113,0.13880860644427198,0.008879382552781713,0.026716784718403934,0.0,0.0,0.015970351210387528,0.016814773588361406,0.025871523600692854,0.0,0.11728626146968725,0.0,0.06451612903225806,0.19775725757171297,0.0,0.4375,0.6779388083735909,0.7666666666666666
32,AS14.01,2014-04-22,0.19138936854029118,0.29213505357852254,0.769157601866251,0.13056024492676369,0.03088259853233892,0.0,0.0,0.017376481635309415,0.05578205299232819,0.0,0.0,0.23538008191384358,0.0,0.06451612903225806,0.7852030950620541,0.0,0.55,0.6779388083735909,0.7333333333333334
33,AS14.01,2014-04-23,0.09573822378917889,0.19296916892207172,0.6041453567591172,0.04119841402464333,0.014497224822699136,0.0,0.0,0.011664472266843707,0.020641501408212984,0.0,0.0,0.13734286734937284,0.0,0.03225806451612903,0.6557231214425044,0.0,0.55,0.6779388083735909,0.7666666666666666
34,AS14.01,2014-04-24,0.1059756147414145,0.21359620201462864,0.6103265502718386,0.45169981122299946,0.16860583278505284,0.0,0.0,0.008785357632367567,0.10538478997267613,0.01939435929549581,0.0,0.3983284641568675,0.0,0.03225806451612903,0.7966065643411722,0.0,0.4,0.6779388083735909,0.7666666666666666
35,AS14.01,2014-04-25,0.22705569306086165,0.15982183302518407,0.4905615228075206,0.07717663335459439,0.016922664907157138,0.0,0.0,0.018941080290470987,0.0873432480203395,0.023991349897499462,0.0,0.19353273180571576,0.0,0.06451612903225806,0.6059310032717274,0.058823529411764705,0.45,0.6135265700483091,0.7
36,AS14.01,2014-04-26,0.3614879541807034,0.1579125941153679,0.15616562872563702,0.014888618533614593,0.021898832709574944,0.0,0.0,0.012711848226084097,0.026834663663356767,0.17838271156256735,0.0012615330186110335,0.17561793695266956,0.0,0.0967741935483871,0.3828666789187589,0.23529411764705882,0.45,0.6779388083735909,0.7666666666666666
37,AS14.01,2014-04-27,0.0581666073861505,0.2210064207352652,0.16839042788101785,0.17908426813894968,0.0,0.0,0.0,0.09798600195098633,0.0010767645218622377,0.0,0.0,0.033558191047875066,0.0,0.0,0.2941063143118789,0.0,0.46875,0.6779388083735909,0.75
38,AS14.01,2014-04-28,0.04096231822961623,0.1999117505493369,0.32531076768161543,0.18361609723910538,0.28969943063034903,0.0,0.0,0.019969197957841966,0.06464795253925847,0.0,0.0,0.21145197601950286,0.0,0.06451612903225806,0.5238298962143645,0.0,0.3,0.6135265700483091,0.7666666666666666
39,AS14.01,2014-04-29,0.21393377764297056,0.24450157365145725,0.25317336264153323,0.18528750345012912,0.0,0.04581103619163107,0.0,0.011134594121979776,0.016129321051273494,0.01590758815144391,0.0,0.22827945834149743,0.0,0.0,0.40622320042151655,0.0,0.4375,0.6779388083735909,0.6666666666666665
40,AS14.01,2014-04-30,0.31447606117761967,0.14519218802302475,0.245928968475333,0.05986729212556732,0.23868005751601823,0.0,0.0,0.05111233197676835,0.0034951141374724532,0.10336711525267009,0.0,0.06245512054958949,0.0,0.03225806451612903,0.3741105530452269,0.0,0.4,0.5974235104669887,0.7999999999999998
41,AS14.01,2014-05-01,0.07716667953815091,0.32546904722670156,0.5654613558712835,0.0558359955274855,1.0,0.0,0.005902936265624451,0.012223512967967027,0.1768390545460139,0.0,0.0,0.1499262156946639,0.0,0.22580645161290322,0.7292968230333983,0.23529411764705882,0.4,0.6779388083735909,0.8333333333333333
42,AS14.01,2014-05-02,0.16101730675339773,0.15044612803775004,0.5222944525298234,0.0418459875839481,0.8591438842215058,0.0,0.0,0.008925668044558951,0.030231957252224266,0.0,0.0,0.006164033136391649,0.0,0.0,0.6272866815634881,0.0,0.45,0.6779388083735909,0.7666666666666666
43,AS14.01,2014-05-03,0.14935831173365066,0.14245237224329957,0.2707071039488853,0.3275161677571508,0.2379766317039748,0.0,0.0,0.011161280612141668,0.008059153229847828,0.05442386722357296,0.012063108934634475,0.06985774448222261,0.0,0.0,0.4191920386664528,0.058823529411764705,0.45,0.6779388083735909,0.8333333333333333
44,AS14.01,2014-05-04,0.2434802120728254,0.26340959467922387,0.23305630020682647,0.11009177401572995,0.0,0.0,0.0,0.009773583123723353,0.019390267323671138,0.0,0.0,0.0,0.0,0.0,0.30383836462844516,0.0,0.375,0.6779388083735909,0.8333333333333333
45,AS14.02,2014-03-16,0.0,0.1651192106659387,0.10498330395241709,0.010481655750607386,0.0,0.0,0.0,0.11227749230936644,0.007117974018546983,0.0,0.0,0.0,0.0,0.12903225806451613,0.19883169229339567,0.058823529411764705,0.5,0.35587761674718194,0.5555555555555554
46,AS14.02,2014-03-17,0.10205530131451374,0.23983305277363565,0.2897541843999627,0.17510021440957765,0.0,0.0,0.0,0.028529508693792765,0.0040384745234227385,0.0,0.0,0.0,0.0,0.12903225806451613,0.3392249589049611,0.0,0.625,0.5169082125603864,0.625
47,AS14.02,2014-03-18,0.45694748722702383,0.23275447502285068,0.22462313166286285,0.010546994155876921,0.0,0.0,0.0,0.024409059589105796,0.008324208988742346,0.0,0.0,0.0,0.0,0.4838709677419355,0.23283938072482918,0.058823529411764705,0.65,0.6135265700483091,0.8666666666666665
48,AS14.02,2014-03-19,0.6571179934792069,0.2843338845216753,0.17988784904338023,0.023260586114192044,0.0,0.0,0.0,0.029034901296137026,0.0018742444707987949,0.21490703715672632,0.0,0.0,0.0,0.16129032258064516,0.34194994016731756,0.058823529411764705,0.6,0.4847020933977455,0.6333333333333333
49,AS14.02,2014-03-20,0.4976292747348457,0.3063647533481326,0.14920897847557885,0.017571406339091804,0.0,0.0,0.0,0.023895963670013773,0.005158356663561223,0.0,0.0,0.0,0.0,0.3225806451612903,0.20033260573763362,0.058823529411764705,0.375,0.5974235104669887,0.7083333333333333
50,AS14.02,2014-03-21,0.6029802665134366,0.3701330879752363,0.19204873527015373,0.05450053069963524,0.0,0.0,0.0,0.010439094667038957,0.015209583055606385,0.1675923636089523,0.0,0.0,0.0,0.3225806451612903,0.3894693389930914,0.058823529411764705,0.3125,0.5974235104669887,0.75
51,AS14.02,2014-03-22,0.9195932952665242,0.3320298899001083,0.12827572977036486,0.07860897926612016,0.0,0.0,0.0,0.011895593778752997,0.016018861552816715,0.295787093040248,0.0,0.0,0.0,0.8064516129032258,0.3303453913174066,0.058823529411764705,0.25,0.19484702093397743,0.5833333333333333
52,AS14.02,2014-03-23,0.4679051110204117,0.1745392114221575,0.1268329851599537,0.0460225417735344,0.0,0.0,0.0,0.017020203235725413,0.006751145001386605,0.4782821105230977,0.0,0.0,0.0,0.25806451612903225,0.23363808435363717,0.058823529411764705,0.25,0.35587761674718194,0.5416666666666665
53,AS14.02,2014-03-24,0.32503803159499783,0.16224296774099173,0.13208278735384418,0.06308689837143507,0.0,0.0,0.0,0.02250689058931907,0.00912529513848019,0.0,0.0,0.0,0.0,0.16129032258064516,0.12893522425200193,0.0,0.55,0.2914653784219001,0.5666666666666667
54,AS14.02,2014-03-25,0.4799094738128935,0.2723816897744775,0.16124101111904063,0.054498751977168726,0.0,0.0,0.0,0.013859092184590117,0.005818800982048912,0.0,0.0,0.0,0.0,0.22580645161290322,0.22639693644267764,0.0,0.1875,0.5974235104669887,0.7916666666666665
55,AS14.02,2014-03-26,0.6119856611380099,0.27078651941126763,0.14240850658032103,0.09097050750082541,0.0,0.0,0.0,0.011541219198879514,0.0493192801898865,0.0,0.0,0.0,0.0,0.16129032258064516,0.25800470831270306,0.0,0.2,0.4847020933977455,0.7
56,AS14.02,2014-03-27,0.47644382508629857,0.20241074221697203,0.20759928931770827,0.058197546055512306,0.0,0.0,0.0,0.13577931027561183,0.0031893710260590766,0.0,0.0,0.037354051929935246,0.0,0.0967741935483871,0.26744839201193693,0.0,0.5,0.5169082125603864,0.7083333333333333
57,AS14.02,2014-03-28,0.544625072456083,0.20453351239860124,0.08623672396378165,0.08391301107973359,0.0,0.0,0.0,0.034573861156233364,0.034943113658158186,0.0,0.0,0.0,0.0,0.25806451612903225,0.20142007261410255,0.11764705882352941,0.35,0.5491143317230274,0.6333333333333333
58,AS14.02,2014-03-29,0.8918822739305389,0.22807480023952986,0.13660692904846342,0.10250685080887047,0.0,0.0,0.0,0.01453753429530375,0.020533942549531153,0.19008018080708228,0.0,0.0,0.0,0.12903225806451613,0.19876656645886467,0.0,0.3125,0.43639291465378416,0.7083333333333333
59,AS14.02,2014-03-30,0.4815125170620548,0.1507945008410118,0.06787654959661402,0.15161759155570756,0.0,0.0,0.0,0.031431480169533337,0.012657020053652655,0.0,0.0,0.0,0.0,0.3225806451612903,0.16044402562933543,0.058823529411764705,0.25,0.5974235104669887,0.6666666666666665
60,AS14.02,2014-03-31,0.32627777645148826,0.23145757557824598,0.17189132281299158,0.042092281354809837,0.0,0.0,0.0,0.0224884576528155,0.0184818261439924,0.0,0.0,0.0,0.0,0.45161290322580644,0.24636358377667658,0.11764705882352941,0.3,0.4847020933977455,0.7
61,AS14.02,2014-04-01,0.5453791500589491,0.3422530674181146,0.09159574213908997,0.00912792937210103,0.0,0.0,0.0,0.05128565660359301,0.007492101672546485,0.0817292487270731,0.0,0.0,0.0,0.06451612903225806,0.17015901835952213,0.058823529411764705,0.45,0.6135265700483091,0.7333333333333334
62,AS14.02,2014-04-02,0.6606867178490953,0.2978980711804173,0.2002278892590503,0.10377496134598915,0.0,0.0,0.0,0.03541985040621082,0.012461030879669722,0.0,0.0,0.0,0.0,0.06451612903225806,0.3356492722636707,0.0,0.35,0.2914653784219001,0.5666666666666667
63,AS14.02,2014-04-03,0.671429239318465,0.2461623080715208,0.24537777486911896,0.0650784698831694,0.0,0.0,0.0,0.015442949131621092,0.004798638133632945,0.12060630744244216,0.0,0.0,0.0,0.06451612903225806,0.30172953676141434,0.0,0.4375,0.35587761674718194,0.45833333333333326
64,AS14.02,2014-04-04,0.47315720763438,0.21539447916549587,0.18455741536582093,0.07719906897397161,0.0,0.0,0.0,0.04095193230492523,0.005539438013453638,0.0,0.0,0.0,0.0,0.16129032258064516,0.1884990215904917,0.0,0.2,0.42028985507246375,0.5666666666666667
65,AS14.02,2014-04-05,0.6662561542745679,0.3360080622355857,0.15399113205345422,0.0942111026717979,0.0,0.0,0.0,0.027758626782105986,0.010136991254580093,0.144691855482347,0.0,0.0,0.0,0.29032258064516125,0.4535553908243901,0.058823529411764705,0.5,0.5491143317230274,0.7333333333333334
66,AS14.02,2014-04-06,0.2986983935051066,0.11241377549807108,0.08478892659757217,0.07339957548772469,0.0,0.0,0.0,0.008256579961324746,0.015347598631925167,0.0,0.0,0.0,0.0,0.1935483870967742,0.1485142214219199,0.0,0.25,0.0,0.25
67,AS14.02,2014-04-07,0.28495348274214033,0.2893515914880526,0.1943312706094921,0.08750318450612272,0.0,0.0,0.0,0.029203273790766687,0.05710242578579764,0.0,0.0,0.0,0.0,0.06451612903225806,0.2983387735478595,0.0,0.5,0.5491143317230274,0.6333333333333333
68,AS14.02,2014-04-08,0.5453593831913799,0.2311214391105496,0.15694695818352872,0.022943148187930095,0.0,0.0,0.0,0.03698527441673822,0.024939739982832707,0.0,0.0,0.0,0.0,0.3225806451612903,0.21047789604546702,0.058823529411764705,0.4375,0.5169082125603864,0.5416666666666665
69,AS14.02,2014-04-09,0.5146695026395184,0.2633310687661127,0.15620501750562427,0.0743785843332878,0.0,0.0,0.0,0.01689144779865567,0.011536745935166208,0.0,0.0,0.0,0.0,0.3870967741935484,0.26785251626754636,0.058823529411764705,0.375,0.43639291465378416,0.7083333333333333
70,AS14.02,2014-04-10,0.5385318191802776,0.2511173608651165,0.1888022177830549,0.08245256135323709,0.0,0.0,0.0,0.03885057754351779,0.022217607147548942,0.12050574353659253,0.0,0.001137367839386531,0.0,0.03225806451612903,0.32852692582698667,0.058823529411764705,0.5625,0.5974235104669887,0.7083333333333333
71,AS14.02,2014-04-11,0.8837335842416564,0.2677191446907533,0.16059916708478633,0.08309290144117805,0.0,0.0,0.0,0.03745132507997783,0.012535883064997285,0.2390681407460901,0.0,0.0,0.0,0.22580645161290322,0.2787593121404896,0.058823529411764705,0.375,0.5169082125603864,0.5833333333333333
72,AS14.02,2014-04-12,0.7875914591235118,0.2935204431438263,0.10510833472706566,0.0,0.0,0.0,0.0,0.0030307049033338907,0.006161586047345062,0.13723714483899557,0.0,0.0038854042669703203,0.0,0.1935483870967742,0.18881136266629844,0.058823529411764705,0.0,0.03381642512077293,0.5
73,AS14.02,2014-04-13,0.6033803964979952,0.09964461129461383,0.05922714858987184,0.04405812068152877,0.0,0.0,0.0,0.02176517123389168,0.004832998955615633,0.060793995763417714,0.0,0.0,0.0,0.03225806451612903,0.11222924319191216,0.0,0.35,0.4847020933977455,0.7
74,AS14.02,2014-04-14,0.3894719774325734,0.15797081910133612,0.12621561541159773,0.01135678720412674,0.0,0.0,0.0,0.005827559119682141,0.0022271033796376688,0.0,0.0,0.04548338439067478,0.0,0.25806451612903225,0.1430682547490236,0.4117647058823529,0.6875,0.6779388083735909,0.7916666666666665
75,AS14.02,2014-04-15,0.1814630384586686,0.01916505818696436,0.027813030029477853,0.0023311889213385897,0.0,0.0,0.0,0.0,0.0009950762341461512,0.0,0.0,0.0,0.0,0.45161290322580644,0.03456632845072748,0.058823529411764705,0.375,0.5169082125603864,0.7083333333333333
76,AS14.02,2014-04-16,0.061290898694978106,0.024486418967413826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5161290322580645,0.005638236082578202,0.058823529411764705,0.4166666666666667,0.46323134728931825,0.6111111111111112
77,AS14.02,2014-04-17,0.08155643777960801,0.00039143011602423494,0.002604011386706529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3225806451612903,0.0021274172212493825,0.4117647058823529,0.5416666666666666,0.30220075147611375,0.5833333333333333
78,AS14.02,2014-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.5,0.35587761674718194,0.5833333333333333
79,AS14.02,2014-04-19,0.043373196455518764,0.0019678773645662832,0.005009887708458206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.009664412564416115,0.0,0.33333333333333337,0.24852388620504562,0.4444444444444444
80,AS14.02,2014-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29032258064516125,0.0,0.1764705882352941,0.33333333333333337,0.35587761674718194,0.33333333333333326
81,AS14.02,2014-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225,0.0,0.0,0.375,0.19484702093397743,0.41666666666666663
82,AS14.02,2014-04-22,0.013734845544247606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004189738967902767,0.0,0.0,0.0,0.0,0.4838709677419355,0.0006748300674313883,0.11764705882352941,0.16666666666666669,0.3107890499194847,0.4444444444444444
83,AS14.02,2014-04-23,0.012392341844433944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22580645161290322,0.0,0.058823529411764705,0.5,0.5169082125603864,0.41666666666666663
84,AS14.02,2014-04-24,0.0029912549279668154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.19484702093397743,0.6666666666666665
85,AS14.02,2014-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.6779388083735909,1.0
86,AS14.03,2014-03-21,0.0,0.03277617745314041,0.07761221622830765,0.11218011277290194,0.0,0.0,0.0021105024458845196,0.1495510908672352,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,0.08589915954164984,0.11764705882352941,0.75,1.0,1.0
87,AS14.03,2014-03-22,0.21582919046397228,0.09403845048649782,0.03175489909897369,0.2706693123938019,0.0,0.0,0.0,0.02454496810601274,0.0,0.0638641428465798,0.0,0.0024193399028515448,0.0,0.25806451612903225,0.13638965563608405,0.058823529411764705,0.7,0.6779388083735909,0.7999999999999998
88,AS14.03,2014-03-23,0.20870494768652553,0.09606830136061463,0.07165694516728087,0.20649675297771233,0.02920486861961284,0.0,0.034033164964005616,0.06920026993742467,0.0,0.10435494533010362,0.0,0.0,0.1361812359141473,0.03225806451612903,0.2553717912598047,0.058823529411764705,0.45,0.7423510466988728,0.8666666666666665
89,AS14.03,2014-03-24,0.1751406516981321,0.01799096287133611,0.14915641624153522,0.39986348186488174,0.08450249316768794,0.0,0.02632875960884705,0.23413048245465662,0.0,0.0,0.004433799656261904,0.0028564895956426518,0.0,0.0967741935483871,0.3118682748153813,0.0,0.35,0.8067632850241545,0.7999999999999998
90,AS14.03,2014-03-25,0.27641207669149565,0.15967816432529963,0.09038296994143553,0.16025384883524785,0.3019991505177206,0.0,0.029637790469401206,0.036764079178695334,0.0,0.0,0.018964672354748583,0.01668699375660139,0.0,0.1935483870967742,0.19559299197573884,0.058823529411764705,0.4,0.7423510466988728,0.7999999999999998
91,AS14.03,2014-03-26,0.1897730736291757,0.023144231038881836,0.08966903272206483,0.2672959225467402,0.06998519019859428,0.0,0.004345374536201017,0.019995609329548584,0.0,0.004865262061467767,0.003065268760913531,0.0,0.0,0.03225806451612903,0.2027467064650736,0.0,0.625,0.6779388083735909,0.875
92,AS14.03,2014-03-27,0.2148446255304182,0.11483736957300333,0.0645211153044275,0.19503838886259836,0.0,0.0,0.0028228968112034934,0.016515911107202262,0.0,0.0,0.0,0.00972741491974104,0.0,0.0967741935483871,0.16904348529636923,0.058823529411764705,0.5625,0.5974235104669887,0.7916666666666665
